,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
5017,462795,Male,No,25,No,Entertainment,13,Low,3,Cat_6,A
5018,465284,Female,No,31,No,Marketing,8,Low,4,Cat_6,D
5019,467283,Male,Yes,48,Yes,Artist,1,Average,3,Cat_2,C
5020,463931,Male,Yes,49,Yes,Entertainment,1,Average,2,Cat_6,B
5021,463924,Female,No,40,Yes,Artist,1,Low,1,Cat_5,B
5022,461821,Female,No,32,No,Doctor,1,Low,4,Cat_6,A
5023,463561,Female,No,39,Yes,Engineer,1,Low,1,Cat_6,A
5024,461712,Female,Yes,42,Yes,Artist,1,Low,2,Cat_6,A
5025,462083,Male,No,22,No,Healthcare,0,Low,5,Cat_6,A
5026,467418,Male,Yes,49,Yes,Artist,1,Average,4,Cat_6,C
5027,463978,Male,Yes,38,Yes,Artist,1,Average,3,Cat_2,C
5028,467783,Female,Yes,53,Yes,Artist,0,Average,3,Cat_6,C
5029,465013,Female,Yes,82,No,Lawyer,0,High,2,Cat_6,C
5030,463118,Female,Yes,49,Yes,Doctor,,High,3,Cat_6,B
5031,464601,Female,No,25,Yes,Healthcare,9,Low,2,Cat_6,D
5032,464945,Female,Yes,40,Yes,Artist,1,Average,2,Cat_4,A
5033,466962,Male,Yes,48,Yes,Artist,8,Average,2,Cat_6,C
5034,466716,Female,Yes,79,Yes,Lawyer,1,Low,1,Cat_6,C
5035,462821,Male,No,18,No,Healthcare,0,Low,3,Cat_1,D
5036,462548,Male,No,18,,Executive,,Low,5,Cat_4,A
5037,465075,Female,Yes,43,Yes,Artist,,Average,2,Cat_6,A
5038,462643,Female,Yes,38,Yes,Engineer,,Average,3,Cat_4,A
5039,463133,Male,Yes,50,No,Artist,0,Average,4,Cat_6,C
5040,467519,Male,No,19,No,Healthcare,0,Low,3,Cat_6,D
5041,467505,Male,Yes,43,Yes,Artist,0,Low,4,Cat_6,D
5042,467918,Male,Yes,48,Yes,Artist,7,Average,2,Cat_6,C
5043,460802,Male,Yes,68,Yes,Lawyer,1,High,2,Cat_6,A
5044,467818,Female,Yes,37,Yes,Artist,5,High,3,Cat_6,C
5045,463263,Female,Yes,70,Yes,Engineer,0,High,2,Cat_6,B
5046,461964,Female,No,23,No,Healthcare,0,Low,4,Cat_7,D
5047,464849,Male,Yes,40,Yes,Artist,0,Average,4,Cat_4,C
5048,460558,Female,Yes,37,Yes,Engineer,,Low,1,Cat_3,C
5049,465789,Male,No,18,No,Healthcare,4,Low,4,Cat_4,D
5050,459294,Male,No,23,No,Healthcare,9,Low,4,Cat_6,D
5051,460370,Female,Yes,27,Yes,Executive,9,High,2,Cat_6,B
5052,466665,Male,Yes,42,Yes,Artist,0,Average,2,Cat_6,A
5053,462052,Male,Yes,50,Yes,Artist,0,Low,2,Cat_6,C
5054,460172,Male,Yes,47,Yes,Artist,1,Average,3,Cat_6,C
5055,465264,Male,Yes,80,No,Executive,0,Low,1,Cat_6,D
5056,460178,Male,Yes,50,Yes,Entertainment,1,Low,2,Cat_6,A
5057,461262,Female,No,29,No,Engineer,0,Low,7,Cat_4,C
5058,460797,Male,Yes,47,Yes,Artist,4,Low,1,Cat_3,A
5059,466454,Male,No,33,Yes,Entertainment,1,Low,1,Cat_6,A
5060,462792,Male,Yes,45,No,Homemaker,,Average,4,Cat_6,C
5061,467775,Female,No,41,Yes,Artist,0,Low,1,Cat_7,C
5062,463116,Male,Yes,62,Yes,Artist,1,High,2,Cat_6,B
5063,462445,Male,No,20,No,Healthcare,1,Low,3,Cat_6,D
5064,461411,Male,No,29,No,Healthcare,1,Low,,Cat_6,D
5065,465536,Female,Yes,30,Yes,Doctor,,Average,2,Cat_3,B
5066,464222,Male,Yes,58,Yes,Artist,1,Low,1,Cat_6,D
5067,467002,Female,No,26,Yes,Homemaker,9,Low,,Cat_6,D
5068,459968,Male,No,38,Yes,Artist,13,Low,1,Cat_7,A
5069,464469,Female,No,50,Yes,Artist,9,Low,1,Cat_6,B
5070,467608,Male,No,27,Yes,Engineer,6,Low,1,Cat_6,D
5071,463023,Female,Yes,43,No,Homemaker,7,Low,1,Cat_6,B
5072,467023,Male,Yes,26,No,Doctor,8,Average,2,Cat_6,D
5073,463763,Male,Yes,36,Yes,Artist,4,Average,2,Cat_6,C
5074,459691,Male,Yes,55,No,Artist,,Average,2,Cat_6,A
5075,465220,Male,Yes,61,No,Executive,0,High,2,Cat_1,B
5076,460901,Male,No,22,No,Doctor,8,Low,3,Cat_6,D
5077,461447,Male,Yes,75,Yes,Lawyer,0,High,2,Cat_6,C
5078,459897,Female,Yes,56,Yes,Artist,0,Low,2,Cat_6,B
5079,464764,Female,Yes,60,No,Engineer,1,High,9,Cat_4,A
5080,461966,Female,No,41,Yes,Artist,1,Low,1,Cat_6,C
5081,464685,Male,No,35,No,Executive,3,Low,4,Cat_4,D
5082,459036,Female,Yes,20,Yes,Lawyer,1,Average,3,Cat_3,D
5083,461432,Female,Yes,41,Yes,Artist,1,Average,2,Cat_6,D
5084,464332,Male,Yes,74,No,Executive,0,High,2,Cat_6,B
5085,464430,Female,Yes,51,Yes,Engineer,6,Average,2,Cat_6,C
5086,462642,Male,Yes,39,No,Executive,,Average,7,Cat_4,D
5087,463778,Female,No,27,No,Engineer,1,Low,4,Cat_5,A
5088,465302,Female,Yes,57,Yes,Artist,1,High,3,Cat_2,B
5089,465457,Female,No,32,Yes,Engineer,0,Low,1,Cat_6,A
5090,464172,Male,Yes,60,Yes,Artist,3,High,3,Cat_6,C
5091,459596,Female,Yes,61,Yes,Doctor,1,Average,2,Cat_6,B
5092,460242,Male,Yes,41,Yes,Healthcare,8,Low,3,Cat_6,C
5093,459023,Female,No,18,No,Healthcare,0,Low,5,Cat_6,D
5094,465639,Male,Yes,36,Yes,Healthcare,8,High,2,Cat_6,D
5095,465999,Female,Yes,32,No,,8,Low,1,Cat_6,D
5096,465837,Male,No,62,Yes,,0,Low,1,Cat_6,A
5097,467569,Male,No,19,No,Healthcare,,Low,4,Cat_6,D
5098,466544,Male,Yes,41,Yes,Executive,1,Average,3,Cat_6,A
5099,463959,Female,No,37,No,Artist,1,Low,1,Cat_6,B
5100,461250,Female,Yes,47,Yes,Lawyer,2,High,4,Cat_6,D
5101,467635,Female,No,41,Yes,Artist,9,Low,1,Cat_6,B
5102,464506,Male,No,29,Yes,Healthcare,9,Low,2,Cat_4,B
5103,465289,Male,Yes,31,Yes,Executive,1,High,2,Cat_6,A
5104,460898,Male,Yes,48,No,Artist,3,Average,4,Cat_6,B
5105,463174,Female,Yes,58,Yes,Engineer,1,Low,1,Cat_3,A
5106,465303,Female,Yes,65,Yes,Artist,1,Average,3,Cat_2,A
5107,462518,Female,No,26,No,Healthcare,0,Low,6,Cat_5,A
5108,464647,Female,Yes,51,No,Doctor,1,High,1,Cat_4,D
5109,467183,Male,Yes,39,Yes,Entertainment,4,Average,4,Cat_6,B
5110,460504,Male,,43,No,Executive,,Average,3,Cat_3,A
5111,461169,Male,No,39,Yes,Entertainment,9,Low,2,Cat_3,D
5112,463445,Male,Yes,48,Yes,Artist,0,Average,3,Cat_6,A
5113,466009,Female,No,32,No,,10,Low,5,Cat_6,C
5114,465531,Female,No,40,Yes,Homemaker,9,Low,,Cat_6,D
5115,464344,Female,Yes,58,Yes,Artist,1,Low,1,Cat_6,B
5116,467099,Female,No,30,No,Entertainment,0,Low,3,Cat_6,A
5117,459830,Female,No,27,Yes,Doctor,8,Low,1,Cat_6,A
5118,461119,Female,No,23,No,Healthcare,6,Low,3,Cat_3,D
5119,465769,Male,No,25,Yes,Healthcare,9,Low,4,Cat_6,D
5120,459556,Male,Yes,82,Yes,Lawyer,,Low,2,Cat_6,D
5121,467462,Female,Yes,43,Yes,Artist,1,Average,5,Cat_6,C
5122,463891,Male,Yes,86,Yes,Lawyer,0,Low,1,Cat_6,B
5123,462128,Male,Yes,38,Yes,Artist,9,Average,2,Cat_6,C
5124,459014,Male,No,22,No,Healthcare,0,Low,4,Cat_6,D
5125,461405,Male,No,39,Yes,Artist,1,Low,1,Cat_6,B
5126,462027,Male,No,39,No,Engineer,1,Low,1,Cat_6,A
5127,467613,Male,Yes,53,No,Artist,1,Average,6,Cat_6,A
5128,465270,Female,Yes,43,Yes,Artist,0,Average,4,Cat_6,C
5129,463587,Female,No,27,No,Engineer,1,Low,4,Cat_6,D
5130,464094,Male,Yes,53,Yes,Executive,1,High,4,Cat_6,B
5131,466890,Male,Yes,47,Yes,Artist,0,Average,6,Cat_7,B
5132,461291,Male,No,18,No,Healthcare,0,Low,2,Cat_6,D
5133,460298,Female,No,52,Yes,Lawyer,4,Low,1,Cat_6,A
5134,462220,Female,No,19,No,Healthcare,6,Low,3,Cat_4,D
5135,461128,Male,No,20,No,Healthcare,7,Low,3,Cat_6,D
5136,467774,Female,No,39,Yes,Homemaker,1,Low,6,Cat_6,A
5137,466543,Male,No,31,Yes,Doctor,14,Low,2,Cat_7,A
5138,463741,Male,Yes,36,Yes,Artist,0,High,3,Cat_6,C
5139,466123,Male,Yes,70,Yes,Entertainment,0,Low,1,Cat_6,A
5140,460815,Male,Yes,55,Yes,Artist,0,High,2,Cat_3,A
5141,465873,Male,No,35,Yes,Entertainment,13,Low,1,Cat_6,D
5142,459806,Female,Yes,50,No,Engineer,1,Average,4,Cat_6,B
5143,466760,Male,Yes,51,Yes,Doctor,1,Average,4,Cat_6,D
5144,462270,Male,Yes,51,Yes,Doctor,1,Average,4,Cat_6,B
5145,464570,Male,Yes,31,Yes,Doctor,0,Average,2,Cat_6,A
5146,466422,Male,Yes,27,No,Doctor,0,Low,4,Cat_4,B
5147,467410,Female,Yes,62,Yes,Lawyer,0,Low,2,Cat_6,C
5148,467696,Male,Yes,84,Yes,Lawyer,,High,3,Cat_6,B
5149,460315,Female,No,35,No,Doctor,14,Low,6,Cat_7,A
5150,465716,Female,No,59,Yes,Artist,0,Low,2,Cat_6,C
5151,463236,Female,No,26,Yes,Healthcare,5,Low,2,Cat_6,D
5152,459533,Female,No,41,Yes,Artist,1,Low,1,Cat_6,A
5153,467213,Female,Yes,88,Yes,Lawyer,1,High,2,Cat_6,B
5154,461402,Female,No,32,Yes,Entertainment,1,Low,5,Cat_6,D
5155,463170,Female,,28,Yes,Healthcare,0,Low,5,Cat_3,A
5156,466922,Female,No,22,No,Healthcare,0,Low,,Cat_6,D
5157,463727,Female,No,27,No,Doctor,0,Low,5,Cat_3,A
5158,462876,Male,No,27,No,Doctor,0,Low,4,Cat_1,D
5159,464150,Female,Yes,59,Yes,Artist,0,Average,3,Cat_6,C
5160,459611,Female,No,20,No,Healthcare,1,Low,5,Cat_6,D
5161,460807,Male,No,29,No,Healthcare,1,Low,6,Cat_6,D
5162,464368,Male,Yes,35,Yes,Entertainment,3,Average,2,Cat_6,A
5163,465620,Male,No,37,Yes,Artist,8,Low,3,Cat_6,C
5164,461022,Male,Yes,71,Yes,Artist,1,Low,1,Cat_3,D
5165,462526,Female,Yes,46,Yes,Artist,3,Average,5,Cat_6,C
5166,463640,Male,No,28,Yes,Healthcare,1,Low,3,Cat_6,D
5167,463584,Female,No,22,No,Engineer,,Low,3,Cat_6,D
5168,460387,Female,No,35,No,Entertainment,4,Low,2,Cat_6,D
5169,462728,Female,No,31,No,Engineer,0,Low,1,Cat_6,D
5170,459011,Male,Yes,88,No,Lawyer,1,Low,1,Cat_6,A
5171,463761,Male,Yes,28,Yes,Artist,1,Average,3,Cat_6,D
5172,463710,Male,No,49,Yes,Entertainment,0,Low,1,Cat_2,B
5173,464220,Male,Yes,65,Yes,Executive,1,High,2,Cat_6,A
5174,461494,Male,Yes,33,No,Engineer,0,Average,2,Cat_6,B
5175,461530,Male,Yes,42,Yes,Engineer,1,Low,2,Cat_6,A
5176,463181,Male,Yes,49,Yes,Doctor,5,Average,3,Cat_5,D
5177,465542,Female,Yes,62,No,Doctor,,Average,5,Cat_3,A
5178,463692,Female,Yes,26,Yes,Healthcare,6,High,7,Cat_2,D
5179,464024,Male,No,20,No,Healthcare,0,Low,5,Cat_7,D
5180,466186,Male,Yes,59,Yes,Artist,9,Average,4,Cat_6,C
5181,461845,Female,Yes,48,Yes,Doctor,1,Average,4,Cat_6,D
5182,462891,Male,No,27,No,Healthcare,1,Low,3,Cat_6,C
5183,461590,Male,Yes,41,No,Executive,1,High,4,Cat_6,B
5184,465228,Male,Yes,59,Yes,Artist,1,High,2,Cat_6,C
5185,465366,Female,No,38,Yes,Artist,8,Low,1,Cat_6,D
5186,466161,Male,Yes,47,No,Artist,1,Average,,Cat_6,D
5187,464673,Male,Yes,49,No,Executive,1,High,7,Cat_2,D
5188,467199,Male,No,37,Yes,Artist,7,Low,2,Cat_6,A
5189,464777,Female,Yes,52,No,Engineer,8,Average,4,Cat_2,B
5190,464898,Male,No,31,Yes,Healthcare,0,Low,2,Cat_4,C
5191,467747,Female,Yes,50,Yes,Artist,,High,4,Cat_6,C
5192,459997,Male,No,43,Yes,Entertainment,1,Low,2,Cat_4,A
5193,461606,Male,Yes,69,Yes,Lawyer,0,High,3,Cat_6,A
5194,459412,Male,Yes,62,Yes,,0,Average,3,Cat_6,B
5195,466338,Female,No,39,No,Engineer,0,Low,3,Cat_4,A
5196,461655,Female,Yes,35,Yes,Homemaker,9,Average,2,Cat_6,A
5197,461615,Male,No,33,Yes,Doctor,0,Low,2,Cat_6,C
5198,464026,Male,No,18,No,Healthcare,1,Low,2,Cat_6,D
5199,467301,Female,Yes,73,No,Lawyer,1,Low,2,Cat_6,B
5200,464541,Male,No,31,Yes,Doctor,1,Low,2,Cat_6,A
5201,465695,Female,No,32,No,Healthcare,,Low,3,Cat_4,D
5202,466220,Male,No,42,Yes,Doctor,8,Low,1,Cat_2,B
5203,465625,Male,No,36,Yes,Artist,14,Low,2,Cat_6,A
5204,467357,Male,Yes,60,Yes,,0,Low,2,Cat_6,D
5205,461646,Female,Yes,60,Yes,Artist,,High,4,Cat_6,C
5206,465560,Male,Yes,60,Yes,Entertainment,1,Average,5,Cat_3,B
5207,461398,Male,No,20,No,Doctor,0,Low,4,Cat_6,D
5208,466023,Male,Yes,68,No,Executive,,High,3,Cat_7,B
5209,461309,Female,No,22,No,Healthcare,0,Low,4,Cat_6,D
5210,464635,Male,Yes,43,Yes,Healthcare,1,High,4,Cat_4,B
5211,461661,Female,Yes,40,Yes,Artist,5,Average,2,Cat_2,B
5212,459498,Female,Yes,42,Yes,Artist,,Low,2,Cat_6,C
5213,461952,Female,Yes,19,No,Artist,,High,2,Cat_4,D
5214,465386,Male,No,36,Yes,Artist,0,Low,2,Cat_2,C
5215,465510,Male,Yes,67,No,Lawyer,0,High,2,Cat_6,C
5216,462682,Male,No,25,No,Entertainment,2,Low,7,Cat_6,D
5217,467521,Male,No,19,No,Healthcare,7,Low,3,Cat_6,D
5218,463512,Female,No,32,No,Engineer,0,Low,3,Cat_6,A
5219,459846,Female,Yes,50,Yes,Artist,1,Average,3,Cat_6,B
5220,465718,Female,Yes,49,Yes,Marketing,9,Low,2,Cat_6,C
5221,459862,Male,Yes,70,No,Executive,,High,2,Cat_6,A
5222,464386,Male,Yes,39,Yes,Doctor,0,Average,3,Cat_6,B
5223,465595,Female,No,38,No,Engineer,0,Low,3,Cat_4,C
5224,459292,Male,No,46,Yes,Artist,0,Low,2,Cat_6,B
5225,466789,Female,Yes,53,Yes,Artist,0,Average,2,Cat_3,B
5226,464579,Female,No,29,No,Engineer,1,Low,4,Cat_6,D
5227,463891,Male,Yes,75,Yes,Lawyer,1,Low,1,Cat_6,A
5228,459887,Male,Yes,46,No,Artist,3,Average,2,,C
5229,461738,Female,Yes,46,Yes,,,Average,3,Cat_6,C
5230,463378,Male,No,25,Yes,Doctor,0,Low,1,Cat_3,A
5231,467620,Male,Yes,57,Yes,Lawyer,6,Low,3,Cat_6,A
5232,462513,Male,No,26,Yes,Artist,,Low,4,Cat_4,A
5233,461153,Female,Yes,32,Yes,Artist,,High,3,Cat_3,A
5234,463104,Female,Yes,46,No,Lawyer,0,Low,1,Cat_6,A
5235,467338,Female,No,29,Yes,Healthcare,3,Low,6,Cat_6,D
5236,462421,Male,No,48,Yes,Artist,1,Low,2,Cat_6,C
5237,462420,Male,No,27,Yes,Healthcare,1,Low,3,Cat_6,C
5238,463951,Male,Yes,52,No,Entertainment,1,Average,3,Cat_6,B
5239,459196,Female,No,18,No,Healthcare,0,Low,3,Cat_4,B
5240,461117,Female,No,30,Yes,Healthcare,0,Low,6,Cat_3,D
5241,462446,Male,No,19,No,Healthcare,0,Low,4,Cat_6,D
5242,459580,Female,No,51,Yes,Lawyer,6,Low,1,Cat_6,B
5243,464084,Male,No,33,No,Healthcare,1,Low,5,Cat_4,A
5244,459686,Male,Yes,52,Yes,Artist,1,Low,1,Cat_6,C
5245,463421,Male,Yes,53,Yes,Entertainment,0,Average,2,Cat_4,B
5246,459395,Male,Yes,42,No,Executive,8,Low,2,Cat_6,D
5247,467125,Male,Yes,51,No,Entertainment,1,Average,4,Cat_3,D
5248,466509,Male,Yes,56,No,Executive,1,Average,3,Cat_6,B
5249,465399,Male,No,36,Yes,Entertainment,0,Low,1,Cat_4,B
5250,465590,Male,Yes,40,Yes,Artist,1,Average,5,Cat_6,A
5251,462308,Male,Yes,30,Yes,Healthcare,1,High,2,Cat_4,B
5252,460403,Female,No,56,Yes,Doctor,3,Low,1,Cat_6,A
5253,462223,Male,Yes,78,No,,0,Low,1,Cat_4,D
5254,467264,Male,Yes,19,No,Marketing,2,High,5,Cat_6,C
5255,466247,Female,,51,Yes,Artist,0,Low,4,Cat_2,C
5256,460336,Female,No,46,Yes,Artist,2,Low,1,Cat_7,B
5257,465893,Female,Yes,40,Yes,Engineer,1,Average,2,Cat_6,D
5258,465253,Male,No,21,No,Healthcare,1,Low,3,Cat_7,D
5259,460025,Female,No,26,Yes,Healthcare,5,Low,2,Cat_6,D
5260,464682,Male,Yes,50,,Executive,4,Average,9,Cat_4,D
5261,462375,Male,Yes,53,Yes,Artist,1,Average,3,Cat_6,C
5262,462162,Male,Yes,38,No,Artist,1,Low,2,Cat_6,B
5263,467947,Female,,59,Yes,Artist,1,Average,4,Cat_6,C
5264,467096,Male,Yes,53,Yes,Entertainment,4,Low,2,Cat_2,A
5265,462115,Male,No,18,No,Healthcare,0,Low,3,Cat_6,D
5266,460177,Male,No,50,Yes,Artist,0,Low,1,Cat_6,B
5267,459074,Female,No,30,Yes,Healthcare,0,Low,4,Cat_4,C
5268,463397,Female,No,20,No,Healthcare,4,Low,3,Cat_4,D
5269,459026,Male,No,29,No,Healthcare,9,Low,3,Cat_3,D
5270,463593,Female,No,22,No,Doctor,1,Low,5,Cat_6,C
5271,464889,Male,Yes,41,No,Executive,1,Low,7,Cat_4,D
5272,459712,Male,No,20,No,Healthcare,,Low,4,Cat_6,D
5273,467609,Male,No,42,No,Artist,2,Low,4,Cat_6,A
5274,462281,Male,Yes,46,Yes,Artist,1,Low,2,Cat_6,D
5275,462439,Male,No,18,No,Healthcare,1,Low,4,Cat_6,D
5276,462654,Male,Yes,39,No,Artist,1,Average,6,Cat_4,A
5277,466003,Female,Yes,27,Yes,Marketing,9,Low,1,Cat_3,C
5278,467631,Male,Yes,72,Yes,Lawyer,3,High,2,Cat_6,C
5279,461127,Male,No,20,No,Healthcare,1,Low,5,Cat_4,D
5280,464965,Male,Yes,76,No,Executive,,Low,7,Cat_4,D
5281,461843,Female,Yes,50,Yes,Artist,0,High,2,Cat_3,C
5282,462134,Male,Yes,87,No,Lawyer,0,Low,1,,A
5283,466118,Female,Yes,36,No,Engineer,1,Low,3,Cat_4,A
5284,465196,Female,No,31,Yes,Artist,2,Low,2,Cat_4,D
5285,466044,Male,Yes,27,No,Entertainment,0,Average,4,Cat_6,A
5286,465849,Female,No,32,Yes,Doctor,5,Low,3,Cat_4,A
5287,467342,Female,No,33,Yes,Artist,1,Low,2,Cat_6,C
5288,463431,Male,Yes,39,Yes,Artist,,Average,4,Cat_4,B
5289,467950,Female,No,35,Yes,Entertainment,1,Low,2,Cat_6,D
5290,463221,Male,No,22,No,Healthcare,,Low,3,Cat_6,D
5291,460716,Male,Yes,50,Yes,Entertainment,0,Average,4,Cat_6,B
5292,464637,Female,No,36,Yes,Marketing,,Low,4,Cat_4,D
5293,466791,Male,Yes,81,No,Lawyer,0,Low,1,Cat_6,A
5294,463331,Female,Yes,45,Yes,Artist,0,Low,3,Cat_6,C
5295,463392,Female,Yes,36,Yes,Artist,5,Low,2,Cat_4,B
5296,460561,Female,No,37,No,Engineer,7,Low,1,Cat_3,C
5297,462260,Male,Yes,74,Yes,Lawyer,0,Low,2,Cat_6,C
5298,461263,Female,Yes,48,Yes,Artist,1,Low,1,Cat_4,A
5299,465027,Male,Yes,41,Yes,Doctor,0,Low,2,Cat_6,B
5300,459433,Male,No,26,No,Doctor,1,Low,4,Cat_6,D
5301,465848,Female,No,28,Yes,Healthcare,0,Low,1,Cat_7,D
5302,466147,Female,Yes,52,No,Artist,0,Average,4,Cat_6,C
5303,465979,Male,Yes,41,Yes,Artist,2,Low,2,Cat_6,B
5304,467134,Female,Yes,33,No,Healthcare,0,Low,5,Cat_5,D
5305,460621,Male,Yes,80,Yes,Lawyer,1,Low,2,Cat_3,D
5306,461983,Male,No,27,Yes,Artist,1,Low,3,Cat_6,B
5307,467128,Female,No,32,No,Homemaker,1,Low,1,Cat_6,A
5308,466619,Male,Yes,37,Yes,Entertainment,5,Average,2,Cat_6,C
5309,465236,Male,Yes,45,Yes,Artist,1,Low,1,Cat_6,A
5310,466400,Male,Yes,43,No,Artist,1,Average,3,Cat_3,B
5311,465871,Male,No,33,No,Entertainment,8,Low,1,Cat_6,A
5312,466691,Male,No,18,No,Healthcare,5,Low,4,Cat_2,D
5313,460106,Female,Yes,71,Yes,Entertainment,0,Low,,Cat_6,A
5314,461756,Female,Yes,39,Yes,Engineer,0,Average,2,Cat_4,A
5315,466658,Female,No,18,No,Healthcare,0,Low,4,Cat_6,D
5316,466185,Male,Yes,62,Yes,Doctor,0,Average,4,Cat_6,D
5317,462665,Female,Yes,59,Yes,Artist,4,Average,4,Cat_7,C
5318,467505,Male,Yes,36,Yes,Artist,0,Low,4,Cat_6,D
5319,467894,Male,Yes,57,Yes,Artist,1,Average,2,Cat_6,A
5320,465979,Male,Yes,43,Yes,Artist,2,Low,2,Cat_6,B
5321,462314,Female,No,28,No,Doctor,14,Low,1,Cat_6,A
5322,460846,Female,No,19,No,Marketing,1,Low,4,Cat_6,D
5323,460908,Male,No,20,No,Healthcare,7,Low,3,Cat_6,D
5324,466909,Male,Yes,61,Yes,Artist,0,Low,2,Cat_6,B
5325,461390,Female,Yes,70,Yes,Artist,0,High,2,Cat_6,C
5326,461777,Female,Yes,74,Yes,Lawyer,1,High,2,Cat_6,A
5327,465113,Male,Yes,66,Yes,Lawyer,1,High,2,Cat_4,C
5328,460117,Female,Yes,48,Yes,Marketing,9,Low,1,Cat_6,D
5329,465201,Male,Yes,39,Yes,Entertainment,0,Average,4,Cat_3,A
5330,467971,Female,No,31,Yes,Artist,1,Low,4,Cat_6,D
5331,463242,Female,No,26,No,Engineer,5,Low,2,Cat_6,A
5332,462054,Male,No,25,Yes,Healthcare,0,Low,,Cat_4,D
5333,461169,Male,No,39,Yes,Entertainment,9,Low,2,Cat_3,B
5334,463219,Male,Yes,50,No,Entertainment,0,Low,2,Cat_6,D
5335,460222,Female,,72,Yes,Lawyer,4,High,,Cat_6,D
5336,467305,Female,Yes,38,Yes,Homemaker,8,Average,3,Cat_6,B
5337,459827,Female,No,26,No,,,Low,1,Cat_7,A
5338,467905,Male,Yes,43,Yes,Executive,0,High,3,Cat_6,D
5339,467452,Female,Yes,38,Yes,Artist,9,Average,2,Cat_6,C
5340,462686,Male,Yes,41,Yes,Entertainment,9,Average,4,,A
5341,466173,Male,No,28,No,Entertainment,1,Low,,Cat_3,A
5342,465167,Female,Yes,42,Yes,Artist,9,Average,3,Cat_3,C
5343,465089,Male,Yes,71,No,Executive,0,High,4,Cat_6,C
5344,465357,Female,Yes,49,Yes,Artist,1,Average,3,Cat_6,C
5345,460563,Female,No,40,No,Healthcare,1,Low,2,Cat_1,A
5346,463931,Male,Yes,52,Yes,Entertainment,0,Average,2,Cat_6,C
5347,466278,Female,No,31,No,,0,Low,2,Cat_3,A
5348,464847,Female,Yes,52,No,Artist,,Average,4,Cat_4,A
5349,459497,Female,Yes,77,Yes,Lawyer,0,Low,1,Cat_6,B
5350,459609,Female,No,43,Yes,Artist,1,Low,1,Cat_4,A
5351,465054,Male,Yes,67,Yes,Executive,1,High,3,Cat_6,C
5352,460089,Female,Yes,65,Yes,Artist,13,Low,1,Cat_6,B
5353,461251,Female,No,46,Yes,Marketing,0,Low,,Cat_6,D
5354,462029,Male,No,60,No,Entertainment,0,Low,1,Cat_6,A
5355,461481,Female,Yes,58,Yes,Artist,9,Average,3,Cat_6,C
5356,466602,Male,Yes,39,Yes,Artist,,Average,2,Cat_4,C
5357,466238,Male,No,20,No,Healthcare,1,Low,3,Cat_4,A
5358,462557,Female,Yes,58,No,Engineer,,Average,2,Cat_4,C
5359,460588,Male,No,18,No,Healthcare,0,Low,4,Cat_3,D
5360,461610,Male,No,36,Yes,Doctor,0,Low,1,Cat_6,B
5361,461644,Male,No,31,No,Healthcare,1,Low,6,Cat_6,B
5362,463768,Female,Yes,38,No,Engineer,1,Low,1,Cat_4,A
5363,466833,Male,Yes,58,Yes,Artist,7,Low,2,Cat_6,B
5364,464616,Male,Yes,27,No,Entertainment,6,Low,4,Cat_6,A
5365,464963,Female,Yes,47,Yes,Entertainment,1,Low,2,Cat_4,B
5366,460844,Male,Yes,51,Yes,Healthcare,,Low,2,Cat_6,A
5367,460284,Female,No,29,Yes,Entertainment,9,Low,2,Cat_6,A
5368,464583,Female,No,37,Yes,Engineer,7,Low,,Cat_6,A
5369,467525,Male,No,20,No,Healthcare,0,Low,4,Cat_6,D
5370,460344,Female,Yes,53,Yes,Artist,11,Average,2,Cat_6,D
5371,459583,Male,Yes,46,Yes,Artist,0,Low,1,Cat_6,C
5372,459825,Male,No,22,No,Healthcare,0,Low,5,Cat_2,D
5373,467221,Female,No,20,No,Doctor,,Low,4,Cat_6,C
5374,459316,Male,Yes,32,Yes,Healthcare,1,Low,2,Cat_6,D
5375,459843,Male,Yes,52,No,Artist,,Average,6,Cat_6,B
5376,463799,Female,No,41,Yes,Artist,0,Low,4,Cat_2,B
5377,465195,Male,Yes,53,Yes,Executive,1,High,3,Cat_6,B
5378,464686,Female,No,21,No,Entertainment,5,Low,5,Cat_4,D
5379,466327,Male,Yes,31,Yes,Entertainment,5,Average,3,Cat_3,A
5380,462637,Female,Yes,63,No,Marketing,,Average,6,Cat_4,A
5381,465649,Female,Yes,36,Yes,Marketing,5,Low,1,Cat_6,D
5382,462545,Male,No,33,No,Engineer,1,Low,3,Cat_4,D
5383,464903,Male,Yes,28,No,Entertainment,0,Average,2,Cat_4,A
5384,466814,Male,No,18,No,Healthcare,0,Low,3,Cat_6,D
5385,460749,Male,No,36,Yes,Entertainment,1,Low,2,Cat_6,A
5386,462342,Female,Yes,71,Yes,Lawyer,8,High,2,Cat_6,D
5387,462173,Male,Yes,89,Yes,Executive,3,Low,3,Cat_6,A
5388,461822,Male,Yes,37,Yes,Artist,9,High,2,Cat_6,C
5389,461764,Female,No,41,Yes,Artist,0,Low,1,Cat_6,A
5390,464257,Male,Yes,40,,Entertainment,0,High,2,Cat_6,D
5391,465719,Female,Yes,37,Yes,Artist,0,Low,2,Cat_6,C
5392,459439,Female,Yes,46,Yes,Artist,1,Average,2,Cat_6,A
5393,462851,Male,No,19,No,Healthcare,0,Low,3,Cat_6,D
